0	1	 What Texas city is nicknamed "The Yellow Rose of Texas"?	Amarillo
1	1	Greenland is almost as big as Africa.	False
2	1	How many countries are inside the United Kingdom?	Four
3	1	How many countries border Kyrgyzstan?	4
4	1	How many countries does the United States share a land border with?	2
5	1	How many federal states does Germany have?	16
6	1	How many independent countries are there within the continent of South America?	12
7	1	In which country is located the municipality of Arteijo?	Spain
8	1	Japan has left-hand side traffic.	True
9	1	Miami is Florida's largest city.	False
10	1	New Haven is the capital city of the state of Connecticut in the United States.	False
11	1	On which continent does the Andes mountain range lie?	South America
12	1	Portugal's modern territory was once a part of the Roman Empire.	True
13	1	Russia shares a land border with North Korea.	True
14	1	The Principality of Sealand is an unrecognized micronation off the coast of what country?	The United Kingdom
15	1	The Sonoran Desert is located in eastern Africa.	False
16	1	The White Cliffs of Dover is located in which country? 	United Kingdom
17	1	The World Health Organization headquarters is located in which European country?	Switzerland
18	1	The capital of Brazil is Rio de Janeiro.	False
19	1	The capital of Indonesia is Bali.	False
20	1	The mountainous Khyber Pass connects which of the two following countries?	Afghanistan and Pakistan
21	1	There exists an island named "Java".	True
22	1	There is 47 prefectures in Japan.	True
23	1	Tokyo is the capital of Japan.	True
24	1	Until 1939, Laos was called Siam.	False
25	1	What city is the Terracotta Army located in?	Xi'an
26	1	What country is not a part of Scandinavia?	Finland
27	1	What event led to Liechenstein adding a crown to its flag?	The 1936 Olympics
28	1	What is Canada's largest island?	Baffin Island
29	1	What is the 15th letter of the Greek alphabet?	Omicron ()
30	1	What is the Capital of the United States?	Washington, D.C.
31	1	What is the Finnish word for "Finland"?	Suomi
32	1	What is the capital city of Bermuda?	Hamilton
33	1	What is the capital of Bangladesh?	Dhaka
34	1	What is the capital of Brazil?	Brasilia
35	1	What is the capital of Chile?	Santiago
36	1	What is the capital of Cyprus?	Nicosia
37	1	What is the capital of India?	New Delhi
38	1	What is the capital of Romania?	Bucharest
39	1	What is the capital of Scotland?	Edinburgh
40	1	What is the capital of Seychelles?	Victoria
41	1	What is the capital of Suriname?	Paramaribo
42	1	What is the capital of the American state of Arizona?	Phoenix
43	1	What is the largest Muslim country in the world?	Indonesia
44	1	What is the largest country in the world ?	Russian Federation
45	1	What is the largest country in the world?	Russia
46	1	What is the longest river in Europe?	Volga
47	1	What is the name of the peninsula containing Spain and Portugal?	Iberian Peninsula
48	1	What is the official language in Liechtenstein?	German
49	1	What is the official language of Costa Rica?	Spanish
50	1	What is the only state in the United States that does not have a flag in a shape with 4 edges?	Ohio
51	1	What is the smallest country in the world?	Vatican City
52	1	What is the tallest mountain in Canada?	Mount Logan
53	1	What name was historically used for the Turkish city currently known as Istanbul?	Constantinople
54	1	What was the African nation of Zimbabwe formerly known as?	Rhodesia
55	1	Where is Fort Marlborough located?	Bengkulu
56	1	Where is Hadrian's Wall located?	Carlisle, England
57	1	Where is the Volga River?	Russia
58	1	Where is the ancient city of Petra located?	Jordan
59	1	Where is the city of Haarlem located?	The Netherlands
60	1	Which Borough is the farthest in the north of New York City?	Bronx
61	1	Which Canadian province has Charlottetown as its capital?	Prince Edward Island
62	1	Which English county will you find the University of East Anglia?	Norfolk
63	1	Which Oceanian nation is known in Maori as Aotearoa?	New Zealand
64	1	Which UK country features a dragon on their flag?	Wales
65	1	Which country claims ownership of the disputed state Kosovo?	Serbia
66	1	Which country has the abbreviation "CH"?	Switzerland
67	1	Which is the largest of these 4 islands?	Borneo
68	1	Which is the only US state located entirely within the Appalachia region?	West Virginia
69	1	Which is the smallest country in the world?	Vatican City
70	1	Which is the world's longest river?	Nile
71	1	Which of the following European languages is classified as a "language isolate?"	Basque
72	1	Which of the following Japanese islands is the biggest?	Honshu
73	1	Which of the following countries is an island?	Cyprus
74	1	Which of the following is the longest river in Europe?	Volga
75	1	Which of these Japanese islands is the largest by area?	Shikoku
76	1	Which of these countries is not a United Nations member state?	Niue
77	1	Which of these country's capitals starts with the letter B?	Lebanon
78	1	Which of these island countries is located in the Caribbean?	Barbados
79	1	Which of these places is a location in Cornwall?	Barcelona
80	1	Which one of these countries borders with Poland?	Lithuania
81	1	Which stretch of water connects the Atlantic Ocean to the Mediterranean Sea?	Strait of Gibraltar
82	2	"Cube", "Cube 2: Hypercube" and "Cube Zero" were directed by the same person.	False
83	2	"Make You Feel My Love" was originally written and performed by which singer-songwriter?	Bob Dylan
84	2	"The first rule is: you don't talk about it" is a reference to which movie?	Fight Club
85	2	'74-'75 is a 1993 single from the album Ring by what American band?	The Connells
86	2	According to the Star Wars lore, what is Han Solo's home planet?	Corellia
87	2	After India, which country produces the second most movies per year?	Nigeria
88	2	Eurobeat is primarily an Italian genre of music.	True
89	2	In "Jurassic World", what is the name of the dinosaur that is a genetic hybrid?	Indominus Rex
90	2	In "Jurassic World", which company purchases InGen and creates Jurassic World?	Masrani Global Corporation 
91	2	In "Rick And Morty", who shot "Mr. Poopybutthole" in the episode "Total Rickall"?	Beth
92	2	In 2006, which band released their debut album "A Fever You Can't Sweat Out"?	Panic! At the Disco
93	2	In Two and a Half Men, what is Alan Harper's son's name?	Jake
94	2	In order to cut costs, what were most of the extras of Mad Max (1979) paid with?	Beer
95	2	In what year did Clint Eastwood star as Inspector Harry Callahan in the film "Dirty Harry"?	1971
96	2	In which year was the Megadeth album "Peace Sells... but Who's Buying?" released?	1986
97	2	Johnny Depp made his big-screen acting debut in which film?	A Nightmare on Elm Street
98	2	Metallica collaborated with Rowan Atkinson's Mr Bean on a 1992 comic relief single.	False
99	2	Michael Jackson wrote The Simpsons song "Do the Bartman".	False
100	2	Nick Mason is the only member to appear on every Pink Floyd album.	True
101	2	Pink Guy's debut album was "Pink Season".	False
102	2	Rapper Snoop Dogg's real name is 'Cordozar Calvin Broadus, Jr.'.	True
103	2	The Red Hot Chili Pepper song "Give It Away" is from what album?	Blood Sugar Sex Magik
104	2	The Who's eponymous line, "Teenage Wasteland", appears in which of their songs?	Baba O' Riley
105	2	The author behind the acclaimed novel "Leaving Las Vegas" also wrote an episode of Rugrats.	True
106	2	The color of the pills in the Matrix were Blue and Yellow.	False
107	2	The film "2001: A Space Odyssey" was released on December 31st, 2000.	False
108	2	The heavy metal band Black Sabbath hail from which English city?	Birmingham
109	2	The singer Billie Holiday was also known as "Lady Day".	True
110	2	The song "Mystery Train" was released by artist "Little Junior's Blue Flames" in 1953.	True
111	2	The weapon Clint Eastwood uses in "Dirty Harry" was a .44 Automag.	False
112	2	What breed of dog was Marley in the film "Marley & Me" (2008)?	Labrador Retriever
113	2	What did the first moving picture depict?	A galloping horse
